"gid","gname","gring"
2154974,"j01_d20200305_t1010317_e1011562_b11890","0103000020E61000000100000007000000397F130A11EE61C0761893FE5E222940B16D5166833560C0B37E33315D602540CF31207BBD0B5DC0B9718BF9B9B12040C9AB730CC85C5DC0117F5E0201DC0A401BD82AC1E25960C0146DD800B69D16403C889D29740C62C0FA21DB9EC51F1E40397F130A11EE61C0761893FE5E222940"
2154973,"j01_d20200305_t1011575_e1013202_b11890","0103000020E61000000100000007000000F5B9DA8AFD1162C0418177F2E9711E4017D9CEF7533D60C029CE5147C7051640F44F70B1A2045CC031D7FDBEDAEC03402AFF5A5EB94A5CC08E75711B0DF001C09AB67F65A56060C0165685611B6CE23F3F355EBA493262C017A7107E98730640F5B9DA8AFD1162C0418177F2E9711E40"
2154973,"j01_d20200305_t1011575_e1013202_b11890","0103000020E610000001000000070000001F80D4264E0C62C00D5CD4DD2B991E40A72215C6165A60C0EAACBB1EF19816402766BD18CA5B5DC07B698A00A7C70B40EECEDA6D17A45DC046A863DF5F0EF7BF13B875374F7D60C07D8C5EB296E7E63FB020CD58342D62C00442469B3EC605401F80D4264E0C62C00D5CD4DD2B991E40"
2154973,"j01_d20200305_t1011575_e1013202_b11890","0103000020E610000001000000070000001500E319340C62C0745DF8C1F9941E40878A71FE265A60C09DF0B7E287971640A583F57F0E5C5DC08555061F94C10B40B1DCD26A48A45DC0A41AF67B62FDF6BF9C8A54185B7D60C02EA5D35F54F7E63FA301BC05122D62C01338C8DA95CC05401500E319340C62C0745DF8C1F9941E40"
2154855,"j01_d20200305_t1013214_e1014460_b11890","0103000020E6100000010000000700000070B1A206D32C62C0460C3B8C49BF06402332ACE28D7D60C0DD616E522CD2E63F33A7CB6262A35DC042BB9E437423F5BF0A11700855E65DC0F09AA102716819C0F8FC304278A160C08E00135DBC4C11C089EAAD81AD5162C0525F3BBDF75C01C070B1A206D32C62C0460C3B8C49BF0640"
2154855,"j01_d20200305_t1013214_e1014460_b11890","0103000020E6100000010000000700000036936FB6B92C62C0CC7B9C69C2B606407AE40F069E7D60C0B3E13CDEDCC6E63FBD8C62B9A5A35DC044BFB67EFA2FF5BFF0C000C287E65DC00AA359D93E6419C081CF0F2384A160C0BF99982EC44A11C0361FD7868A5162C0D255BABBCE5601C036936FB6B92C62C0CC7B9C69C2B60640"
2154855,"j01_d20200305_t1013214_e1014460_b11890","0103000020E61000000100000007000000B8921D1B813262C090EBF021F27706400D8E9257E76060C040868E1D5442E23F83A279008B4A5CC09EA921BB1C6001C0CD3B4ED191885CC0504A52E3EF181CC0F2EA1C03B28460C0EBAD81AD12DC11C06D567DAEB65662C0E0A0BDFA78A800C0B8921D1B813262C090EBF021F2770640"
2154854,"j01_d20200305_t1014472_e1016117_b11890","0103000020E610000001000000070000000EDB1665365162C0253493B9436400C049809A5AB6A160C06D37C1374D4F11C092CB7F48BFE55DC0B5A338471DED18C09B560A815C225EC057B5A4A31C8C26C0DD0C37E0F3C560C07F83F6EAE3B922C0F6285C8FC27962C04852D2C3D02A1CC00EDB1665365162C0253493B9436400C0"
2154854,"j01_d20200305_t1014472_e1016117_b11890","0103000020E61000000100000007000000575BB1BFEC5662C03D601E32E5A300C0A7CB6262F38460C0E7FD7F9C30E111C0917EFB3A70885CC0821DFF0582D01BC09E29745E63BD5CC0632AFD84B3A327C0809A5AB6D6A860C06EC0E787110223C0187D0569C67E62C0E4C0ABE5CECC1BC0575BB1BFEC5662C03D601E32E5A300C0"
2154854,"j01_d20200305_t1014472_e1016117_b11890","0103000020E61000000100000007000000B58993FB1D5162C0D89DEE3CF16C00C0B29DEFA7C6A160C0847EA65EB75011C0649126DE01E65DC08E23D6E253F018C0BBD05CA791225EC02AE44A3D0B8A26C00000000000C660C08AAF7614E7B822C038DBDC989E7962C06F63B323D5271CC0B58993FB1D5162C0D89DEE3CF16C00C0"
2154901,"j01_d20200305_t1016130_e1017375_b11890","0103000020E610000001000000070000007E6FD39FFD7E62C05A2DB0C744CA1BC0BE30992A18A960C000C45DBD8A0423C03EEDF0D764BD5CC0C0E95DBC1F7F27C00708E6E8F1E95CC048DC63E9439F30C043CA4FAA7DCD60C0060DFD135C142DC055302AA913AB62C030815B77F39427C07E6FD39FFD7E62C05A2DB0C744CA1BC0"
2154901,"j01_d20200305_t1016130_e1017375_b11890","0103000020E6100000010000000700000091ED7C3F357962C0DBE10A838DAE1BC0C9B08A3732C660C0F5D901D715BB22C0DDEF5014E8215EC06F4562821A4E26C0E960FD9FC3585EC09E961FB8CA3330C077BE9F1A2FEB60C0AE2D3C2F15CB2CC0355EBA490CA662C0F0FCA204FDC527C091ED7C3F357962C0DBE10A838DAE1BC0"
2154901,"j01_d20200305_t1016130_e1017375_b11890","0103000020E610000001000000070000008048BF7D1D7962C0B1C398F4F7B21BC0BA83D89942C660C05DA79196CABB22C0319413ED2A225EC0CDC98B4CC04F26C07429AE2AFB585EC00C03965CC53230C0AC1C5A643BEB60C02FBE688F17CA2CC0726DA818E7A562C0CA4E3FA88BC427C08048BF7D1D7962C0B1C398F4F7B21BC0"
2155846,"j01_d20200305_t1150061_e1151306_b11891","0103000020E610000001000000070000004E7ADFF8DAFB64C029780AB9522B3340D6390664AF1063C0043C69E1B2523140E9263108ACC660C0AC8E1CE90C1C2B40249C16BCE8F660C086C613419C972140841266DAFE3663C0361E6CB1DB972840B2D7BB3FDE1565C0BC934F8F6D792C404E7ADFF8DAFB64C029780AB9522B3340"
2155846,"j01_d20200305_t1150061_e1151306_b11891","0103000020E61000000100000007000000A7CB6262F3F564C05F79909E22373340EA094B3CA02E63C07E5704FF5B7931401FBFB7E9CF7461C02506819543C32D4083177D0569A361C00E4E44BFB6D62340F3E505D8475463C0490ED8D5E4E12840EC51B81E851065C0492BBEA1F0512C40A7CB6262F3F564C05F79909E22373340"
2155846,"j01_d20200305_t1150061_e1151306_b11891","0103000020E61000000100000007000000F7E461A1D6F564C025C9737D1F36334022895E46B12E63C076E272BC0279314024B9FC87F47461C04721C9ACDEC12D404D10751F80A361C0E292E34EE9D823402844C021545463C039252026E1E22840F19D98F5621065C0B51666A19D532C40F7E461A1D6F564C025C9737D1F363340"
2155599,"j01_d20200305_t1151318_e1152563_b11891","0103000020E6100000010000000700000033F9669B1B1665C08D2958E36C7A2C40CCEEC9C3423763C0389F3A562995284080608E1EBFF660C0C43E011423BB214030BB270F0B2161C09483D90418461040BAA0BE654E5C63C0C6866EF6070A1D40A089B0E1E93265C0172AFF5A5EA1224033F9669B1B1665C08D2958E36C7A2C40"
2155599,"j01_d20200305_t1151318_e1152563_b11891","0103000020E610000001000000070000007715527E521065C0355D4F745D902C403D44A33B885463C09337C0CC77E02840CD069964E4A261C047AE9B525E132440C9E53FA4DFCC61C01F1329CDE631144043FF04172B7963C05C65B7E0569B1D400F9C33A2B42D65C09C508880437822407715527E521065C0355D4F745D902C40"
2155599,"j01_d20200305_t1151318_e1152563_b11891","0103000020E61000000100000007000000DE3CD521371065C06CE9D1544F8E2C402F17F19D985463C0F5F411F8C3DF2840BBF2599E07A361C010C99063EB112440C91F0C3CF7CC61C0CA4FAA7D3A361440DE3CD521377963C019051C9D4E9D1D4014E81379922D65C0E3E0D231E7792240DE3CD521371065C06CE9D1544F8E2C40"
2155707,"j01_d20200305_t1152576_e1154203_b11891","0103000020E61000000100000007000000130F289B722D65C0CFF4126399B6224005A8A9656B7963C05265187783981D40FC00A43671CC61C0C0046EDDCDAB144026016A6AD9F161C0EDDBA4FD6AA9D03FFD4D2844C09C63C0EA4141295AB90340F7065F984C4D65C06877483140B21140130F289B722D65C0CFF4126399B62240"
2155707,"j01_d20200305_t1152576_e1154203_b11891","0103000020E61000000100000007000000D3D9C9E0283365C05C548B8862A22240CD3B4ED1915C63C045DAC69FA8041D406DE7FBA9F12061C070067FBF988D1040F46C567DAE4561C0575AEB30CBC3E2BFBB0F406A138063C05FC5F363DD990240764F1E166A5265C0C09FD0A1C2071240D3D9C9E0283365C05C548B8862A22240"
2155707,"j01_d20200305_t1152576_e1154203_b11891","0103000020E61000000100000007000000F6234564582D65C0E7E26F7B82B42240F67AF7C77B7963C08787307E1A971D407F6ABC7493CC61C0F65FE7A6CDA81440F59CF4BEF1F161C0381BE1A3B4EDD03F0FD6FF39CC9C63C093A9825149BD0340739D465A2A4D65C0369D537F73B51140F6234564582D65C0E7E26F7B82B42240"
2155583,"j01_d20200305_t1154215_e1155461_b11891","0103000020E61000000100000007000000F9669B1BD34C65C080D3BB783F2E1240925CFE43FA9C63C0D7BE805EB8B30340CC28965B5AF161C00B05325C9947D83F90149161151462C0D904BDDCCC9512C0865AD3BCE3C063C0DE55B4DE149B04C08DD13AAA9A7065C06F24B7C3B25BDEBFF9669B1BD34C65C080D3BB783F2E1240"
2155583,"j01_d20200305_t1154215_e1155461_b11891","0103000020E6100000010000000700000088F4DBD7815265C02387889B530912402AC6F99B508063C0055669E6248F0240E89FE062454561C0C5B6DAFD0992E0BF22AB5B3D276661C09FECC1FFB17315C0417DCB9C2EA463C0E0B5F0619BB905C0745E6397A87565C0E49DA64365CBD8BF88F4DBD7815265C02387889B53091240"
2155583,"j01_d20200305_t1154215_e1155461_b11891","0103000020E6100000010000000700000036936FB6B94C65C0940156FD002A124072C45A7C0A9D63C01AB84D02E5B003402CBCCB457CF161C0164218891A16D83FA75CE15D2E1462C0A1061DBE969112C02098A3C7EFC063C05E59B3DF249704C04C7155D9777065C069FC4664ED29DEBF36936FB6B94C65C0940156FD002A1240"
2155723,"j01_d20200305_t1155473_e1157118_b11891","0103000020E610000001000000070000000EBE30992A7065C060D1299F5095D6BF95D4096822C163C099805F2349A004C089247A19C51362C0A4EB7882B31A12C030F5F3A6223362C0FB04508C2C2123C048BF7D1D38E563C006402663C6751EC081785DBF609765C0CF6A813D266A15C00EBE30992A7065C060D1299F5095D6BF"
2155723,"j01_d20200305_t1155473_e1157118_b11891","0103000020E61000000100000007000000C442AD69DE7565C012C2FE4696A7D8BF08C9022670A463C08A39AD80E7C305C019CA8976156661C069C93E236C2B15C0CBF8F719178261C0F0BE2A172A4F24C0D313967840C863C0DF6A42FFA9051FC0062AE3DF679C65C0930035B56C0D15C0C442AD69DE7565C012C2FE4696A7D8BF"
2155723,"j01_d20200305_t1155473_e1157118_b11891","0103000020E610000001000000070000009296CADB117065C0FDB9AAE44ADAD6BF753C66A032C163C0F736A2201DA304C0A20BEA5BE61362C0922232ACE21D12C0C32ADEC83C3362C03A1E3350191F23C06CB2463D44E563C0C7511443CD731EC08121AB5B3D9765C05F79909E226715C09296CADB117065C0FDB9AAE44ADAD6BF"
2155537,"j01_d20200305_t1157131_e1158376_b11891","0103000020E61000000100000007000000A2B437F8C29665C0CF51A28048F214C026361FD786E563C0F299EC9FA7791EC034BF9A03043362C0744012F6EDE422C0C8073D9B554F62C0BE11DDB3AEF92CC011DF89592F0A64C05F251FBB0B4C29C0A94D9CDCEFC165C09485AFAF756924C0A2B437F8C29665C0CF51A28048F214C0"
2155537,"j01_d20200305_t1157131_e1158376_b11891","0103000020E6100000010000000700000060E5D022DB9665C0C6E70423E5ED14C0BD18CA8976E563C05D3123BC3D781EC0096D3997E23262C0C1C58A1A4CE322C0302FC03E3A4F62C07C0BEBC6BBFB2CC06536C824230A64C019C748F6084D29C0AE47E17A14C265C0ABE97AA2EB6A24C060E5D022DB9665C0C6E70423E5ED14C0"
2155537,"j01_d20200305_t1157131_e1158376_b11891","0103000020E61000000100000007000000029A081B9E9C65C064778192020B15C088F4DBD781C863C0D653ABAFAE0A1FC05C55F65D118261C00CE6AF90B92A24C0FB743C66A09961C045D8F0F44AE92DC0A81DFE9AACEC63C06AF7AB00DF9529C0EACA67791EC765C02FE065868D3A24C0029A081B9E9C65C064778192020B15C0"
2165138,"j01_d20200306_t0953024_e0954251_b11904","0103000020E61000000100000007000000917EFB3A707661C090E67E3D15261D4030BB270F0B895FC032772D211F1C15402F4D11E0F4305CC089192B7B5CE5084022E17B7F83785CC08C78FC2834DAFCBF65E42CEC69CF5FC0D37FBD5F5800D63F7D91D096739761C0317A6EA12BE10240917EFB3A707661C090E67E3D15261D40"
2165138,"j01_d20200306_t0953024_e0954251_b11904","0103000020E610000001000000070000009869FB57567661C0D57954FCDF211D40F08AE07F2B895FC03EBE73DEB51A154042CEFBFF38315CC0295B24ED46DF084098512CB7B4785CC0A18E7D7F39C9FCBF88F4DBD781CF5FC07510C7FCD41FD63F7172BF43519761C0C6AEA3607CE702409869FB57567661C0D57954FCDF211D40"
2165138,"j01_d20200306_t0953024_e0954251_b11904","0103000020E61000000100000007000000B58993FB1D7C61C05165BDBD10FF1C408811C2A38D4F5FC0E3B6C71C15891440D712F241CFD95AC00C5872158B1F01401DC9E53FA41E5BC0768071BA76C304C02B357BA015965FC0CB660E492D14CA3FCD1E6805869C61C02F4D11E0F48E0340B58993FB1D7C61C05165BDBD10FF1C40"
2165090,"j01_d20200306_t0954263_e0955508_b11904","0103000020E61000000100000007000000705F07CE199761C08EF2823E47DA0340A089B0E1E9CF5FC00093AF5F0BD5D53F247F30F0DC775CC0CAB3812A24EFFABFC3BB5CC477BA5CC0CF6BEC12D5DB1AC0672783A3E40B60C0660D839E72C912C02827DA5548BC61C0D6C9198A3B3E04C0705F07CE199761C08EF2823E47DA0340"
2165090,"j01_d20200306_t0954263_e0955508_b11904","0103000020E61000000100000007000000D061BEBC009761C01D5FD61FBCD10340605969520AD05FC010E099756BBED53FAE64C74620785CC07E9E5099ACFBFABF6D3997E2AABA5CC0ED10FFB0A5D71AC079AF5A99F00B60C015C8EC2C7AC712C04CA60A4625BC61C0AD1397E3153804C0D061BEBC009761C01D5FD61FBCD10340"
2165090,"j01_d20200306_t0954263_e0955508_b11904","0103000020E61000000100000007000000A032FE7DC69C61C0DFED30DC6F9303402D95B7239C965FC05404B484E76BC93F1366DAFE951E5BC0C3AB9B41323304C0B1DCD26A485C5BC08A7A1C61AC821DC00395F1EF33DE5FC0E8A5BD1CD15813C06CCF2C0950C161C066EC95C3388903C0A032FE7DC69C61C0DFED30DC6F930340"
2165282,"j01_d20200306_t0955521_e0957166_b11904","0103000020E61000000100000007000000C80C54C6BFBB61C0C501F4FBFE4D03C0C18BBE82340C60C04E417E3672CD12C0795DBF6037BA5CC09E5C5320B3631AC0D5B2B5BE48F65CC0C382FB010F4427C0BD18CA89763060C015E0BBCD1B7723C018CFA0A17FE461C055FA0967B7961DC0C80C54C6BFBB61C0C501F4FBFE4D03C0"
2165282,"j01_d20200306_t0955521_e0957166_b11904","0103000020E61000000100000007000000A913D044D8BB61C00281CEA44D4503C0E223624A240C60C085F3041D08CC12C0952C27A1F4B95CC07F30F0DC7B601AC0DEE522BE13F65CC03143E389204627C023DBF97E6A3060C0CAC4AD82187823C04D672783A3E461C0A5DD431DB1991DC0A913D044D8BB61C00281CEA44D4503C0"
2165282,"j01_d20200306_t0955521_e0957166_b11904","0103000020E61000000100000007000000166A4DF38EC161C0CD3747C2638403C0BF4868CBB9DE5FC059FAD005F55D13C05E85949F545C5BC000265FBF163A1DC018CFA0A17F905BC04BADF71BED5828C0183E22A6441360C09F5A7D7555C023C04BE5ED08A7E961C02A1A6B7F673B1DC0166A4DF38EC161C0CD3747C2638403C0"
2164962,"j01_d20200306_t0957178_e0958424_b11904","0103000020E610000001000000070000008048BF7D1DE461C0DCB2E842511D1DC08B6CE7FBA93060C0A835CD3B4E7923C0A69BC420B0F55CC01FD8F15F200827C04F5DF92CCF2B5DC062BEBC00FB9030C0D4B7CCE9B25560C0988A8D791D892DC053CBD6FA221162C07D59DAA9B97C28C08048BF7D1DE461C0DCB2E842511D1DC0"
2164962,"j01_d20200306_t0957178_e0958424_b11904","0103000020E6100000010000000700000096438B6CE7E961C041DFCC9EBA381DC0D3C1FA3F871360C05F46B1DCD2C223C02DB29DEFA7905BC087FE092E563428C0D0D03FC1C5BB5BC050C422861DFA30C042EC4CA1F33760C01212691B7FD22DC0091B9E5E291662C0D57ABFD18E4B28C096438B6CE7E961C041DFCC9EBA381DC0"
2164962,"j01_d20200306_t0957178_e0958424_b11904","0103000020E61000000100000007000000D482177D05E461C05E4E6441BC211DC08FAA2688BA3060C052F2EA1C037A23C0728A8EE4F2F55CC08E93C2BCC70927C0EB909BE1062C5DC0B8CEBF5DF68F30C092CB7F48BF5560C0973C9E961F882DC090DAC4C9FD1062C0B08EE3874A7B28C0D482177D05E461C05E4E6441BC211DC0"
2165859,"j01_d20200306_t1132367_e1133594_b11905","0103000020E610000001000000070000000B0C59DDEA7964C00A86730D33D42B4055302AA913BF62C055F7C8E6AA212840EB39E97DE30D61C03674B33F505A23408FE4F21FD23661C01A4F04711E2E1340A20BEA5BE6E262C012FB04508C8C1C403EE8D9ACFA9664C0A5DB12B9E0F421400B0C59DDEA7964C00A86730D33D42B40"
2165859,"j01_d20200306_t1132367_e1133594_b11905","0103000020E610000001000000070000000FD6FF39CC7F64C01329CDE671C02B40B84082E2C7A162C06B10E6762FD72740AA656B7D916160C0967B8159A1082140728A8EE4F28A60C02CB1D760868B0E40A0C37C7901C662C034DB15FA60F91B403C31EBC5509C64C02B85402E711C22400FD6FF39CC7F64C01329CDE671C02B40"
2165859,"j01_d20200306_t1132367_e1133594_b11905","0103000020E610000001000000070000001B2FDD24067A64C02063EE5A42D62B4052F2EA1C03BF62C0F33977BB5E222840FD4D2844C00D61C03CA1D79FC45B23408FAA2688BA3661C010520141CA29134019390B7BDAE262C03D47E4BB948A1C40B0E600C11C9764C0B071FDBB3EF321401B2FDD24067A64C02063EE5A42D62B40"
2165779,"j01_d20200306_t1134007_e1135252_b11905","0103000020E6100000010000000700000004FF5BC98E9C64C0766C04E2751D2240A1F31ABB44C662C0EE60C43E01F41B40FD87F4DBD78A60C037161406651A0F407FDE54A4C2AF60C0E1BDFE7FF709EEBF034356B77AEA62C02E4CF0976042FF3FC3F5285C8FBC64C01EC3633F8B95104004FF5BC98E9C64C0766C04E2751D2240"
2165779,"j01_d20200306_t1134007_e1135252_b11905","0103000020E610000001000000070000004B1FBAA0BE9664C0554FE61F7D2F22400EBE30992AE362C033141C0357861C40F1BA7EC16E3661C0D25A2CA0ABA01340179F02603C5C61C0590C683398D0B8BFDA1B7C61320763C07BDB4C8578C400409548A29751B764C0DEAB5626FC4210404B1FBAA0BE9664C0554FE61F7D2F2240"
2165779,"j01_d20200306_t1134007_e1135252_b11905","0103000020E61000000100000007000000670A9DD7D89664C09C69C2F6933122401CEBE2361AE362C0A4EEB902C0871C405CE674594C3661C0E28B9BBFAEA31340D0B87020245C61C08E8C591FA4E1B9BF52499D80260763C04F95EF1989C00040A167B3EA73B764C050C58D5BCC3F1040670A9DD7D89664C09C69C2F693312240"
2165702,"j01_d20200306_t1135264_e1136510_b11905","0103000020E61000000100000007000000C217265305B764C00EF4F52114B8104046CEC29E760763C00D9E53DA2CB80040DB6D179AEB5B61C07E2AF5CC95B88F3F67F2CD36377E61C047C7D5C8AE0414C0632827DA552B63C0289A07B0C88F07C019390B7BDADA64C067B45549649FEABFC217265305B764C00EF4F52114B81040"
2165702,"j01_d20200306_t1135264_e1136510_b11905","0103000020E61000000100000007000000C0046EDDCDBC64C0D10C3DBDAD9710407BBDFBE3BDEA62C0AFC623021F2DFF3F282CF180B2AF60C08250830E5FCBEBBF07CE1951DACF60C0F1DEAC1CB5DD16C0AA656B7D910E63C0EFF2BE3B43B208C090F7AA9509E064C064652C8131EEE7BFC0046EDDCDBC64C0D10C3DBDAD971040"
2165702,"j01_d20200306_t1135264_e1136510_b11905","0103000020E61000000100000007000000FC3559A31EB764C05E4315A353BC1040EF1B5F7B660763C04D83A27900BB004016FBCBEEC95B61C02A5257FAADF6923FB58993FB1D7E61C0FC56EBC4E50814C051A04FE4492B63C0DD7BB8E4B89307C0D2E3F736FDDA64C0D595CFF23CB8EABFFC3559A31EB764C05E4315A353BC1040"
2165625,"j01_d20200306_t1136522_e1138167_b11905","0103000020E610000001000000070000008F53742497DA64C0EB0E94A14BD4E6BF66BD18CA892B63C0A0DD21C5009907C03F912749D77D61C09888B7CEBF8D13C0454772F90F9D61C0F08B4B55DADA23C0F6EE8FF7AA4F63C0BBCE2B43C1F11FC0EAE74D452A0265C06FB2B2220FD916C08F53742497DA64C0EB0E94A14BD4E6BF"
2165625,"j01_d20200306_t1136522_e1138167_b11905","0103000020E61000000100000007000000CE8DE9094BE064C0FDBD141E34DBE7BF22E010AAD40E63C09413ED2AA4BC08C0D00A0C59DDCF60C08B8FAA81419516C03DD52137C3EB60C0CB0F5CE5090425C04F0647C9AB3263C08EE733A0DE4020C0C30DF8FC300765C0E2033BFE0B7C16C0CE8DE9094BE064C0FDBD141E34DBE7BF"
2165625,"j01_d20200306_t1136522_e1138167_b11905","0103000020E610000001000000070000009CE1067C7EDA64C0F9A088C1D3F6E6BF34BA83D8992B63C081728005D59B07C0E02D90A0F87D61C0AF0AD462F09013C0613255302A9D61C0F372D87DC7D823C07FC16ED8B64F63C03AF18B01C8EF1FC05070B1A2060265C01E92B5E10BD616C09CE1067C7EDA64C0F9A088C1D3F6E6BF"
2165875,"j01_d20200306_t1138179_e1139425_b11905","0103000020E61000000100000007000000A88C7F9F710765C021BE5D40797916C02D6002B7EE3263C085CD0017644320C09487855AD3EB60C0A06D35EB8CDF24C0AE0D15E3FC0261C04AD235936F9E2EC01E8A027D225763C02A029CDEC5532AC0276BD443343265C07C48F8DEDFF024C0A88C7F9F710765C021BE5D40797916C0"
2165875,"j01_d20200306_t1138179_e1139425_b11905","0103000020E61000000100000007000000423EE8D9AC0165C0D8EF8975AA5C16C070EB6E9EEA4F63C00AA359D93EF41FC02BA4FCA4DA9C61C0A67D737FF59C23C0C5FEB27BF2B861C0C07971E2ABB52DC0ED2AA4FCA47463C01A87FA5DD80A2AC043FF04172B2D65C0B6B9313D612125C0423EE8D9AC0165C0D8EF8975AA5C16C0"
2165875,"j01_d20200306_t1138179_e1139425_b11905","0103000020E610000001000000070000000DC347C4940165C0704221020E6116C062BEBC00FB4F63C0C229BD80A8F51FC0CC4065FCFB9C61C01EC6A4BF979E23C05ED72FD80DB961C0C64D0D349FB32DC022895E46B17463C01FF64201DB092AC03E05C078062D65C0336B2920ED1F25C00DC347C4940165C0704221020E6116C0"
2166253,"j01_d20200306_t1312111_e1313356_b11906","0103000020E61000000100000007000000035B25581C7765405985CD0017843440A14ACD1E686667406E693524EEB132407A8D5DA27AB369407F6ABC7493A82D4016FBCBEEC98169401BF5108DEE282440787FBC57AD3F67404968CBB914572B40295C8FC2F55D6540E69315C3D5292F40035B25581C7765405985CD0017843440"
2166246,"j01_d20200306_t1313368_e1314595_b11906","0103000020E6100000010000000700000008944DB9C25D6540E4F4F57CCD2A2F406A87BF266B3F67406D57E88365542B400B630B410E826940513239B5334C244090831266DA56694024AE08A3FED7154010751F80D41A67402366F6798C7A2140C8CD70033E426540E621533E0485254008944DB9C25D6540E4F4F57CCD2A2F40"
2166181,"j01_d20200306_t1315008_e1316253_b11906","0103000020E61000000100000007000000AC8BDB6800426540C231CB9E0486254063B9A5D5901A67401A6D5512D9772140FCDEA63FFB566940E561A1D6341F16400FB4024356306940CC28965B5ACDE63FAE64C74620F66640884A2366F6990D4029965B5A0D2365403067B62BF4611740AC8BDB6800426540C231CB9E04862540"
2166502,"j01_d20200306_t1316265_e1317511_b11906","0103000020E610000001000000070000002B8716D9CE226540C43247A00B64174036EA211ADDF566409C22765C438F0D401D386744693069405698631E9E0AE93F9AB67F65A50E694012A452EC683C10C06DE7FBA9F1D16640E5A551370673F5BFF60B76C3B60065407CA477E05244EE3F2B8716D9CE226540C43247A00B641740"
2166594,"j01_d20200306_t1317523_e1319168_b11906","0103000020E610000001000000070000002D3E05C078006540C8EE02250556EE3F06D847A7AED1664094A531B50088F5BF6D3997E2AA0E6940B73874C46BE80FC01361C3D32BF16840F817416326B121C022FDF675E0AD6640DF72501D068619C0D712F241CFDA6440425BCEA5B87A0FC02D3E05C078006540C8EE02250556EE3F"
2180110,"j01_d20200307_t1113416_e1115043_b11919","0103000020E6100000010000000700000082FFAD64C7E363C0EFA83121E61A2B400F45813E912962C070B378B13064274077F35487DC7860C0C190D5AD9EA32240CC7F48BF7DA160C03BC780ECF5BE1140FE481119564D62C058891E9D5F111B40422619390B0164C0D192C7D3F23B214082FFAD64C7E363C0EFA83121E61A2B40"
2180110,"j01_d20200307_t1113416_e1115043_b11919","0103000020E610000001000000070000009F5912A0A6E963C048DC63E943072B4013B875374F0C62C0946DE00ED419274044FB58C16F995FC0D0B69A75C6572040D09A1F7F69EB5FC05070B1A206C30B405839B4C8763062C048E81D5D5B7E1A407CD5CA845F0664C0AD8905BEA26321409F5912A0A6E963C048DC63E943072B40"
2180110,"j01_d20200307_t1113416_e1115043_b11919","0103000020E6100000010000000700000080B74082E2E363C08864C8B1F51C2B4094BC3AC7802962C091D442C9E464274012BD8C62B97860C09148DBF813A52240CC457C2766A160C0D1798D5DA2BA1140ECC039234A4D62C08FDFDBF4670F1B403CDA38622D0164C03674B33F503A214080B74082E2E363C08864C8B1F51C2B40"
2180119,"j01_d20200307_t1115056_e1116301_b11919","0103000020E61000000100000007000000745E6397A80064C0253D0CAD4E762140840D4FAF944D62C0370653831F0B1B408CB96B09F9A060C0A8BD2DFDF03012409F5912A0A6C660C0E481C8224D3CDDBF516B9A779C7162C06655DF54FF9BFB3F516B9A779C2164C0770426265EA40D40745E6397A80064C0253D0CAD4E762140"
2180119,"j01_d20200307_t1115056_e1116301_b11919","0103000020E610000001000000070000005839B4C8760664C08FC536A968642140D95A5F24B43062C06D1B4641F0781A40C3D8429083EA5FC080D3BB783F4E0C4001F6D1A92B1A60C0E2E7BF07AF9DF4BF6DCA15DEE55462C07B2A4C84B255F93F49D74CBED92664C08BE4863A074A0E405839B4C8760664C08FC536A968642140"
2180119,"j01_d20200307_t1115056_e1116301_b11919","0103000020E6100000010000000700000008944DB9C20064C0130CE71A66782140933A014D844D62C0A8E0F082880C1B40809A5AB6D6A060C0B85E2E3DF533124046088F368EC660C08B9A3B3C7C80DDBF3FE3C281907162C043AED4B32094FB3FD4D4B2B5BE2164C0EF6C3425FE9D0D4008944DB9C20064C0130CE71A66782140"
2180108,"j01_d20200307_t1116313_e1117558_b11919","0103000020E6100000010000000700000000AE64C7462164C0B9A981E6738E0E4082397AFCDE7162C0B63643609B83FB3F2AC6F99B50C660C044FB9ADD4109D6BF4F58E20165E860C0AC5ED9603C7615C0328FFCC1C09562C0F5F3A62215860AC09604A8A9654564C00CC28135730DF3BF00AE64C7462164C0B9A981E6738E0E40"
2180108,"j01_d20200307_t1116313_e1117558_b11919","0103000020E6100000010000000700000022718FA50F2764C047718E3A3A4E0E4057EC2FBB275562C0323B8BDEA940F93F931804560E1A60C043BF5BC5877EF3BF8B1A4CC3F03960C0C36169E0474518C0B08F4E5DF97862C0AC527AA697A80BC061376C5B944A64C0F8EF0BF9B1B3F1BF22718FA50F2764C047718E3A3A4E0E40"
2180108,"j01_d20200307_t1116313_e1117558_b11919","0103000020E610000001000000070000003ACC9717602164C0ED3DA6FFF6960E402B8716D9CE7162C0D2F3B8B94289FB3FDC9DB5DB2EC660C0CC0ED00172D7D5BF9EEFA7C64BE860C0AF97A608707A15C098512CB7B49562C02DB4739A058A0AC0D8648D7A884564C0E1664C1CD419F3BF3ACC9717602164C0ED3DA6FFF6960E40"
2180114,"j01_d20200307_t1117571_e1119216_b11919","0103000020E61000000100000007000000A72215C6164564C09453967C4728F1BF95607138F39562C0337BEAA2328F0AC0B9533A58FFE760C0EB1ED95C35FF14C0EDD808C4EB0661C0FB3BDBA3379424C04C89247A19BA62C00E83F92B64B620C0FE261422E06C64C08195438B6C4718C0A72215C6164564C09453967C4728F1BF"
