Filename,YMD,Start_time,End_time,id,Degree,Coeff,null
SVDNB_npp_d20220716_t1804244_e1805485_b55535_c20220717002433222842_oeac_ops.h5,20220716,t1804244,e1805485,b55535_c20220717002433222842,3,-2.664e-05; 0.055598; -37.6773;,0
SVDNB_npp_d20220716_t1805498_e1807139_b55535_c20220716192959166183_oeac_ops.h5,20220716,t1805498,e1807139,b55535_c20220716192959166183,3,0; 0; 0;,0
SVDNB_npp_d20220713_t1207127_e1208369_b55489_c20220713171324704130_oeac_ops.h5,20220713,t1207127,e1208369,b55489_c20220713171324704130,3,-6.478e-05; 0.20303; -210.1189;,0
SVDNB_npp_d20220713_t1208381_e1210023_b55489_c20220713133555973346_oeac_ops.h5,20220713,t1208381,e1210023,b55489_c20220713133555973346,3,0; 0; 0;,0
SVDNB_npp_d20220713_t1720111_e1721353_b55492_c20220713223140283596_oeac_ops.h5,20220713,t1720111,e1721353,b55492_c20220713223140283596,3,0; 0; 0;,0
SVDNB_npp_d20220713_t1721365_e1722589_b55492_c20220713184501198229_oeac_ops.h5,20220713,t1721365,e1722589,b55492_c20220713184501198229,3,0; 0; 0;,0
SVDNB_npp_d20220713_t1901095_e1902337_b55493_c20220714001425080341_oeac_ops.h5,20220713,t1901095,e1902337,b55493_c20220714001425080341,3,0; 0; 0;,0
SVDNB_npp_d20220714_t1148188_e1149412_b55503_c20220714131719705091_oeac_ops.h5,20220714,t1148188,e1149412,b55503_c20220714131719705091,3,0; 0; 0;,0
SVDNB_npp_d20220716_t1110275_e1111517_b55531_c20220716123932136547_oeac_ops.h5,20220716,t1110275,e1111517,b55531_c20220716123932136547,3,0; 0; 0;,0
SVDNB_npp_d20220716_t1111529_e1113171_b55531_c20220716161245682397_oeac_ops.h5,20220716,t1111529,e1113171,b55531_c20220716161245682397,3,0; 0; 0;,0
SVDNB_npp_d20220716_t1251277_e1252519_b55532_c20220716181357981383_oeac_ops.h5,20220716,t1251277,e1252519,b55532_c20220716181357981383,3,1.3973e-05; -0.031108; 24.0811;,0
SVDNB_npp_d20220716_t1252531_e1254173_b55532_c20220716181357981383_oeac_ops.h5,20220716,t1252531,e1254173,b55532_c20220716181357981383,3,-2.215e-05; 0.038582; -21.5636;,0
SVDNB_npp_d20220716_t1804244_e1805485_b55535_c20220717002433222842_oeac_ops.h5,20220716,t1804244,e1805485,b55535_c20220717002433222842,3,-2.664e-05; 0.055598; -37.6773;,0
SVDNB_npp_d20220716_t1805498_e1807139_b55535_c20220716192959166183_oeac_ops.h5,20220716,t1805498,e1807139,b55535_c20220716192959166183,3,0; 0; 0;,0
SVDNB_npp_d20220717_t1232321_e1233563_b55546_c20220717140055978578_oeac_ops.h5,20220717,t1232321,e1233563,b55546_c20220717140055978578,3,0.00019493; -0.43543; 324.7151;,0
SVDNB_npp_d20220717_t1233575_e1235217_b55546_c20220717174127667930_oeac_ops.h5,20220717,t1233575,e1235217,b55546_c20220717174127667930,3,-9.4361e-06; 0.014411; -6.6562;,0
SVDNB_npp_d20220717_t1745287_e1746529_b55549_c20220717191044993662_oeac_ops.h5,20220717,t1745287,e1746529,b55549_c20220717191044993662,3,-0.00026763; 0.31429; -121.9187;,0
